Date	Venue	Field	Start	End	League	Home Team	Away Team	Referee	Lineman	Field Judge	Side Judge
2024-06-22	Basel	Field 2	15:10	16:10	HARWY B	B Basel Spartans Yellow	B Zorros Zürich	B Bienna Jets OG's	B Bienna Jets OG's	B Bienna Jets OG's	B Bienna Jets OG's
2024-06-22	Basel	Field 2	16:20	17:20	HARWY B	B Bienna Jets OG's	B Rafz Bulldogs A	B Midland Bouncers	B Midland Bouncers	B Midland Bouncers	B Midland Bouncers
2024-06-22	Basel	Field 3	9:20	10:20	HARWY A	A ASVZ Mockingbirds	A Basel Spartans Navy	A Luzern Pikes	A Luzern Pikes	A Luzern Pikes	A Luzern Pikes
2024-06-22	Basel	Field 3	10:30	11:30	HARWY A	A Geneva Seahawks	A Luzern Pikes	A ASVZ Mockingbirds	A ASVZ Mockingbirds	A ASVZ Mockingbirds	A ASVZ Mockingbirds
2024-06-22	Basel	Field 3	11:40	12:40	HARWY A	A ASVZ Blackbirds	A Midland Bouncers	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks
2024-06-22	Basel	Field 3	12:50	13:50	HARWY A	A ASVZ Mockingbirds	A Winterthur Warriors Gold	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds
2024-06-22	Basel	Field 3	14:00	15:00	HARWY A	A Geneva Seahawks	A Basel Spartans Navy	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold
2024-06-22	Basel	Field 3	15:10	16:10	HARWY A	A Midland Bouncers	A Blackbucks Uni Bern Gold	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks
2024-06-22	Basel	Field 3	16:20	17:20	HARWY A	A ASVZ Mockingbirds	A Geneva Seahawks	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy
2024-06-22	Basel	Field 4	9:20	10:20	HARWY A	A ASVZ Blackbirds	A Blackbucks Uni Bern Gold	A Winterthur Warriors Gold	A Winterthur Warriors Gold	A Winterthur Warriors Gold	A Winterthur Warriors Gold
2024-06-22	Basel	Field 4	10:30	11:30	HARWY A	A Winterthur Warriors Gold	A Zurich Renegades A	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy
2024-06-22	Basel	Field 4	11:40	12:40	U11	U11 Zurich Renegades	U11 St. Gallen Bears	U16 Zurich Renegades A	U16 Zurich Renegades A	U16 Zurich Renegades A	U16 Zurich Renegades A
2024-06-22	Basel	Field 4	12:50	13:50	HARWY A	A Zurich Renegades A	A Blackbucks Uni Bern Gold	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers
2024-06-22	Basel	Field 4	14:00	15:00	HARWY A	A ASVZ Blackbirds	A Luzern Pikes	A Zurich Renegades A	A Zurich Renegades A	A Zurich Renegades A	A Zurich Renegades A
2024-06-22	Basel	Field 4	15:10	16:10	U11	U11 Calanda Broncos	U11 Zurich Renegades	B Winterthur Warriors Black	U16 Lugano Rebels	U16 Lugano Rebels	U16 Lugano Rebels
2024-06-22	Basel	Field 4	16:20	17:20	U13	U13 Bienna Jets	U13 Fraumatt Legions Red	B Basel Spartans Yellow	U11 Calanda Broncos	U11 Zurich Renegades	U11 St. Gallen Bears
2024-06-22	Basel	Field 4	17:30	18:30	U13	U13 Lake Zurich Red Scorpions	U13 Chaux de Fonds Hornets	B Bienna Jets OG's	U16 St. Gallen Bears	U16 St. Gallen Bears	U16 St. Gallen Bears
2024-06-22	Basel	Field 5	9:20	10:20	U16	U16 Argovia Pirates	U16 Gladiators Basel	B Rafz Bulldogs A	B Rafz Bulldogs A	B Rafz Bulldogs A	B Rafz Bulldogs A
2024-06-22	Basel	Field 5	10:30	11:30	U16	U16 Zofingen Cheetahs	U16 Langenthal Invaders	W Neuchâtel Knights	W Neuchâtel Knights	W Neuchâtel Knights	W Neuchâtel Knights
2024-06-22	Basel	Field 5	11:40	12:40	U16	U16 Winterthur Warriors	U16 Lugano Rebels	W Winterthur Warriors	W Winterthur Warriors	W Winterthur Warriors	W Winterthur Warriors
2024-06-22	Basel	Field 5	12:50	13:50	U16	U16 Zofingen Cheetahs	U16 St. Gallen Bears	W ASVZ Nightbirds	W ASVZ Nightbirds	W ASVZ Nightbirds	W ASVZ Nightbirds
2024-06-22	Basel	Field 5	14:00	15:00	U16	U16 Geneva Seahawks	U16 Lugano Rebels	W Zurich Renegades W	W Zurich Renegades W	W Zurich Renegades W	W Zurich Renegades W
2024-06-22	Basel	Field 5	15:10	16:10	U16	U16 Gladiators Basel	U16 St. Gallen Bears	W Geneva Seahawks	W Geneva Seahawks	W Geneva Seahawks	W Geneva Seahawks
2024-06-22	Basel	Field 5	16:20	17:20	U16	U16 Zurich Renegades A	U16 Geneva Seahawks	W Lugano Rebels	W Lugano Rebels	W Lugano Rebels	W Lugano Rebels
2024-06-22	Basel	Field 5	17:30	18:30	U13	U13 Calanda Broncos	U13 Rafz Bulldogs	A ASVZ Mockingbirds	A ASVZ Mockingbirds	A ASVZ Mockingbirds	A ASVZ Mockingbirds
2024-06-22	Basel	Field 6	9:20	10:20	U16	U16 Winterthur Warriors	U16 Zurich Renegades A	B Midland Bouncers	B Midland Bouncers	B Midland Bouncers	B Midland Bouncers
2024-06-22	Basel	Field 6	10:30	11:30	U16	U16 Lake Zurich Red Scorpions	U16 Zurich Renegades B	B Zorros Zürich	B Zorros Zürich	B Zorros Zürich	B Zorros Zürich
2024-06-22	Basel	Field 6	11:40	12:40	U16	U16 Geneva Seahawks	U16 Basel Spartans	A Luzern Pikes	U13 Langenthal Invaders	U13 Fraumatt Legions Black	U13 Fraumatt Legions Red
2024-06-22	Basel	Field 6	12:50	13:50	U16	U16 Argovia Pirates	U16 Zurich Renegades B	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears
2024-06-22	Basel	Field 6	14:00	15:00	U16	U16 Basel Spartans	U16 Langenthal Invaders	A Zurich Renegades A	U13 Lake Zurich Red Scorpions	U13 Rafz Bulldogs	U13 Thun Tigers
2024-06-22	Basel	Field 6	15:10	16:10	U11	U11 Fraumatt Legions	U11 St. Gallen Bears	U16 Basel Spartans	U16 Basel Spartans	U16 Basel Spartans	U16 Basel Spartans
2024-06-22	Basel	Field 6	17:30	18:30	U11	U11 Fraumatt Legions	U11 Zurich Renegades	U16 Geneva Seahawks	U16 Geneva Seahawks	U16 Geneva Seahawks	U16 Geneva Seahawks
2024-06-22	Basel	Field 7	9:20	10:20	U13	U13 Langenthal Invaders	U13 Fraumatt Legions Red	A Winterthur Warriors Gold	A Winterthur Warriors Gold	U13 Zurich Renegades	U13 Winterthur Warriors
2024-06-22	Basel	Field 7	10:30	11:30	U13	U13 Winterthur Warriors	U13 Zurich Renegades	U16 Gladiators Basel	U16 Gladiators Basel	U16 Gladiators Basel	U16 Gladiators Basel
2024-06-22	Basel	Field 7	11:40	12:40	U13	U13 Lake Zurich Red Scorpions	U13 Thun Tigers	U16 Langenthal Invaders	U16 Langenthal Invaders	U16 Langenthal Invaders	U16 Langenthal Invaders
2024-06-22	Basel	Field 7	12:50	13:50	U13	U13 Winterthur Warriors	U13 Fraumatt Legions Red	U16 Lake Zurich Red Scorpions	U16 Lake Zurich Red Scorpions	U16 Lake Zurich Red Scorpions	U16 Lake Zurich Red Scorpions
2024-06-22	Basel	Field 7	14:00	15:00	U13	U13 Calanda Broncos	U13 Langenthal Invaders	U16 Argovia Pirates	U16 Argovia Pirates	U16 Argovia Pirates	U16 Argovia Pirates
2024-06-22	Basel	Field 7	15:10	16:10	U13	U13 Rafz Bulldogs	U13 Fraumatt Legions Black	U16 Zofingen Cheetahs	U16 Zofingen Cheetahs	U16 Zofingen Cheetahs	U16 Zofingen Cheetahs
2024-06-22	Basel	Field 7	16:20	17:20	U13	U13 Thun Tigers	U13 Zurich Renegades	B Midland Bouncers	U16 Zurich Renegades B	U16 Zurich Renegades B	U16 Zurich Renegades B
2024-06-22	Basel	Field 7	17:30	18:30	U13	U13 Langenthal Invaders	U13 Fraumatt Legions Black	B Basel Spartans Yellow	B Basel Spartans Yellow	B Basel Spartans Yellow	B Basel Spartans Yellow
2024-06-22	Bern	Field 1	10:00	11:00	HARWY CN	CN Aemme Buzzards I	CN Fraumatt Legions	Andreas Capeder	CN Blackbucks Uni Bern White	CN Blackbucks Uni Bern White	CN Blackbucks Uni Bern White
2024-06-22	Bern	Field 1	11:10	12:10	HARWY CN	CN Blackbucks Uni Bern White	CN Zofingen Cheetahs	Andreas Capeder	CN Aemme Buzzards I	CN Aemme Buzzards I	CN Aemme Buzzards I
2024-06-22	Bern	Field 1	12:20	13:20	HARWY CN	CN Basel Barbarians	CN Argovia Pirates	CN Aemme Buzzards I	CSW Bienna Jets Young Guns	CSW Bienna Jets Young Guns	CSW Bienna Jets Young Guns
2024-06-22	Bern	Field 1	13:30	14:30	HARWY CN	CN Zurich Renegades B	CN Fraumatt Legions	CN Zofingen Cheetahs	CN Zofingen Cheetahs	CN Zofingen Cheetahs	CN Zofingen Cheetahs
2024-06-22	Bern	Field 1	14:40	15:40	HARWY CN	CN Aemme Buzzards I	CN Basel Barbarians	CN Zurich Renegades B	CN Fraumatt Legions	CN Fraumatt Legions	CN Fraumatt Legions
2024-06-22	Bern	Field 1	15:50	16:50	HARWY CN	CN Blackbucks Uni Bern White	CN Argovia Pirates	CN Basel Barbarians	CN Basel Barbarians	CN Basel Barbarians	CN Basel Barbarians
2024-06-22	Bern	Field 1	17:00	18:00	HARWY CN	CN Zurich Renegades B	CN Zofingen Cheetahs	CN Blackbucks Uni Bern White	CSW Bienna Jets Young Guns	CSW Bienna Jets Young Guns	CSW Bienna Jets Young Guns
2024-06-22	Bern	Field 2	10:00	11:00	HARWY CE	CE Winterthur Warriors Cardinal	CE Thurgauer Generals	CN Zofingen Cheetahs	CE Lake Zürich Red Scorpions	CE Lake Zürich Red Scorpions	CE Lake Zürich Red Scorpions
2024-06-22	Bern	Field 2	11:10	12:10	HARWY CE	CE Zurich Renegades C	CE Lake Zürich Red Scorpions	CE Schottikon Raptors	CE Schottikon Raptors	CE Schottikon Raptors	CE Schottikon Raptors
2024-06-22	Bern	Field 2	12:20	13:20	HARWY CE	CE St. Gallen Bears	CE Schottikon Raptors	CE Thurgauer Generals	CE Thurgauer Generals	CE Thurgauer Generals	CE Thurgauer Generals
2024-06-22	Bern	Field 2	13:30	14:30	HARWY CE	CE Lake Zürich Red Scorpions	CE Rafz Bulldogs B	CE Winterthur Warriors Cardinal	CE Winterthur Warriors Cardinal	CE Winterthur Warriors Cardinal	CE Winterthur Warriors Cardinal
2024-06-22	Bern	Field 2	14:40	15:40	HARWY CE	CE Winterthur Warriors Cardinal	CE Schottikon Raptors	CE Rafz Bulldogs B	CE Rafz Bulldogs B	CE Rafz Bulldogs B	CE Rafz Bulldogs B
2024-06-22	Bern	Field 2	15:50	16:50	HARWY CE	CE Zurich Renegades C	CE Thurgauer Generals	CE St. Gallen Bears	CE St. Gallen Bears	CE St. Gallen Bears	CE St. Gallen Bears
2024-06-22	Bern	Field 2	17:00	18:00	HARWY CE	CE St. Gallen Bears	CE Rafz Bulldogs B	Andreas Capeder	CN Argovia Pirates	CN Argovia Pirates	CN Argovia Pirates
2024-06-22	Bern	Field 3	10:00	11:00	HARWY CSW	CSW Aemme Buzzards II	CSW Blackbucks Uni Bern Black	CSW Thun Tigers	CSW Chaux de Fonds Hornets	CSW Chaux de Fonds Hornets	CSW Chaux de Fonds Hornets
2024-06-22	Bern	Field 3	11:10	12:10	HARWY CSW	CSW Bienna Jets Young Guns	CSW Chaux de Fonds Hornets	CSW Lugano Rebels	CSW Lugano Rebels	CSW Lugano Rebels	CSW Lugano Rebels
2024-06-22	Bern	Field 3	12:20	13:20	HARWY CSW	CSW Thun Tigers	CSW Lugano Rebels	CSW Aemme Buzzards II	CSW Aemme Buzzards II	CSW Aemme Buzzards II	CSW Aemme Buzzards II
2024-06-22	Bern	Field 3	13:30	14:30	HARWY CSW	CSW Aemme Buzzards II	CSW Chaux de Fonds Hornets	Andreas Capeder	CSW Blackbucks Uni Bern Black	CSW Blackbucks Uni Bern Black	CSW Blackbucks Uni Bern Black
2024-06-22	Bern	Field 3	14:40	15:40	HARWY CSW	CSW Blackbucks Uni Bern Black	CSW Thun Tigers	Andreas Capeder	CSW Chaux de Fonds Hornets	CSW Chaux de Fonds Hornets	CSW Chaux de Fonds Hornets
2024-06-22	Bern	Field 3	15:50	16:50	HARWY CSW	CSW Bienna Jets Young Guns	CSW Lugano Rebels	CSW Thun Tigers	CSW Thun Tigers	CSW Thun Tigers	CSW Thun Tigers
2024-06-29	Chur	Field 1	10:00	11:00	U13 - WC1	Rang 3	Rang 6	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears
2024-06-29	Chur	Field 1	11:10	12:10	U16 - WC1	Rang 3	Rang 6	W Zurich Renegades W	W Zurich Renegades W	W Zurich Renegades W	W Zurich Renegades W
2024-06-29	Chur	Field 1	12:20	13:20	U13 - HF 1	Rang 1	Lower Seed	CE Winterthur Warriors Cardinal	CE Winterthur Warriors Cardinal	CE Winterthur Warriors Cardinal	CE Winterthur Warriors Cardinal
2024-06-29	Chur	Field 1	13:30	14:30	U11 - F	Rang 1	Rang 2	CN Zofingen Cheetahs	CN Zofingen Cheetahs	CN Zofingen Cheetahs	CN Zofingen Cheetahs
2024-06-29	Chur	Field 1	14:40	15:40	U13 - F	Rang 1	Rang 2	CN Basel Barbarians	CN Basel Barbarians	CN Basel Barbarians	CN Basel Barbarians
2024-06-29	Chur	Field 1	15:50	16:50	U16 - F	Rang 1	Rang 2	CE Rafz Bulldogs B	CE Rafz Bulldogs B	CE Rafz Bulldogs B	CE Rafz Bulldogs B
2024-06-29	Chur	Field 2	10:00	11:00	W	W ASVZ Nightbirds	W Zurich Renegades W	W Winterthur Warriors	W Winterthur Warriors	W Winterthur Warriors	W Winterthur Warriors
2024-06-29	Chur	Field 2	11:10	12:10	W	W Geneva Seahawks	W Neuchâtel Knights	W ASVZ Nightbirds	W ASVZ Nightbirds	W ASVZ Nightbirds	W ASVZ Nightbirds
2024-06-29	Chur	Field 2	12:20	13:20	W	W Lugano Rebels	W Winterthur Warriors	W Geneva Seahawks	W Geneva Seahawks	W Geneva Seahawks	W Geneva Seahawks
2024-06-29	Chur	Field 2	13:30	14:30	W	W ASVZ Nightbirds	W SG Calanda Broncos St. Gallen Bears	W Zurich Renegades W	W Zurich Renegades W	W Zurich Renegades W	W Zurich Renegades W
2024-06-29	Chur	Field 2	14:40	15:40	W	W Neuchâtel Knights	W Lugano Rebels	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears
2024-06-29	Chur	Field 2	15:50	16:50	W	W Winterthur Warriors	W Zurich Renegades W	W Neuchâtel Knights	W Neuchâtel Knights	W Neuchâtel Knights	W Neuchâtel Knights
2024-06-29	Chur	Field 2	17:00	18:00	W	W SG Calanda Broncos St. Gallen Bears	W Geneva Seahawks	W Lugano Rebels	W Lugano Rebels	W Lugano Rebels	W Lugano Rebels
2024-06-29	Chur	Field 3	10:00	11:00	HARWY CE	CE Schottikon Raptors	CE Rafz Bulldogs B	CE Zurich Renegades C	CE Zurich Renegades C	CE Zurich Renegades C	CE Zurich Renegades C
2024-06-29	Chur	Field 3	11:10	12:10	HARWY CN	CN Zofingen Cheetahs	CN Argovia Pirates	W Winterthur Warriors	CN Fraumatt Legions	CN Fraumatt Legions	CN Fraumatt Legions
2024-06-29	Chur	Field 3	12:20	13:20	HARWY CN	CN Blackbucks Uni Bern White	CN Basel Barbarians	CN Zurich Renegades B	CN Zurich Renegades B	CN Zurich Renegades B	CN Zurich Renegades B
2024-06-29	Chur	Field 3	13:30	14:30	HARWY CE	CE St. Gallen Bears	CE Lake Zürich Red Scorpions	CN Aemme Buzzards I	CN Aemme Buzzards I	CN Aemme Buzzards I	CN Aemme Buzzards I
2024-06-29	Chur	Field 3	14:40	15:40	HARWY CN	CN Fraumatt Legions	CN Zofingen Cheetahs	CN Argovia Pirates	CN Argovia Pirates	CN Argovia Pirates	CN Argovia Pirates
2024-06-29	Chur	Field 3	15:50	16:50	HARWY CN	CN Zurich Renegades B	CN Blackbucks Uni Bern White	W Lugano Rebels	W Lugano Rebels	W Lugano Rebels	W Lugano Rebels
2024-06-29	Chur	Field 3	17:00	18:00	HARWY CN	CN Basel Barbarians	CN Fraumatt Legions	CN Blackbucks Uni Bern White	CN Blackbucks Uni Bern White	CN Blackbucks Uni Bern White	CN Blackbucks Uni Bern White
2024-06-29	Chur	Field 4	10:00	11:00	U13 - WC2	Rang 4	Rang 5	CN Argovia Pirates	CN Argovia Pirates	CN Argovia Pirates	CN Argovia Pirates
2024-06-29	Chur	Field 4	11:10	12:10	U16 - WC2	Rang 4	Rang 5	CE St. Gallen Bears	CE St. Gallen Bears	CE St. Gallen Bears	CE St. Gallen Bears
2024-06-29	Chur	Field 4	12:20	13:20	U13 - HF 2	Rang 2	Higher Seed	CE Thurgauer Generals	CE Thurgauer Generals	CE Thurgauer Generals	CE Thurgauer Generals
2024-06-29	Chur	Field 4	13:30	14:30	U16 - HF 2	Rang 2	Higher Seed	W Geneva Seahawks	W Geneva Seahawks	W Geneva Seahawks	W Geneva Seahawks
2024-06-29	Chur	Field 4	14:40	15:40	HARWY CE	CE Thurgauer Generals	CE Schottikon Raptors	CE Rafz Bulldogs B	CE Rafz Bulldogs B	CE Rafz Bulldogs B	CE Rafz Bulldogs B
2024-06-29	Chur	Field 4	15:50	16:50	HARWY CE	CN Aemme Buzzards I	CN Argovia Pirates	CE St. Gallen Bears	CE St. Gallen Bears	CE St. Gallen Bears	CE St. Gallen Bears
2024-06-29	Chur	Field 5	10:00	11:00	HARWY CE	CE Lake Zürich Red Scorpions	CE Thurgauer Generals	CE Zurich Renegades C	CE Zurich Renegades C	CE Zurich Renegades C	CE Zurich Renegades C
2024-06-29	Chur	Field 5	11:10	12:10	HARWY CN	CN Aemme Buzzards I	CN Zurich Renegades B	CE Schottikon Raptors	CE Schottikon Raptors	CE Schottikon Raptors	CE Schottikon Raptors
2024-06-29	Chur	Field 5	12:20	13:20	HARWY CE	CE Zurich Renegades C	CE Rafz Bulldogs B	W Neuchâtel Knights	CE Lake Zürich Red Scorpions	CE Lake Zürich Red Scorpions	CE Lake Zürich Red Scorpions
2024-06-29	Chur	Field 5	13:30	14:30	U16 - HF 1	Rang 1	Lower Seed	CE Schottikon Raptors	CE Schottikon Raptors	CE Schottikon Raptors	CE Schottikon Raptors
2024-06-29	Chur	Field 5	14:40	15:40	HARWY CE	CE Zurich Renegades C	CE Winterthur Warriors Cardinal	W ASVZ Nightbirds	W ASVZ Nightbirds	W ASVZ Nightbirds	W ASVZ Nightbirds
2024-06-29	Chur	Field 5	17:00	18:00	HARWY CE	CE Winterthur Warriors Cardinal	CE St. Gallen Bears	CN Basel Barbarians	CN Basel Barbarians	CN Basel Barbarians	CN Basel Barbarians
2024-06-30	Solothurn	Field 1	9:20	10:20	HARWY B	B Midland Bouncers	B Bienna Jets OG's	B Soly Rhinos	B Soly Rhinos	B Soly Rhinos	B Soly Rhinos
2024-06-30	Solothurn	Field 1	10:30	11:30	HARWY B	B Basel Spartans Yellow	B Soly Rhinos	B Bienna Jets OG's	B Bienna Jets OG's	B Bienna Jets OG's	B Bienna Jets OG's
2024-06-30	Solothurn	Field 1	11:40	12:40	HARWY B	B Midland Bouncers	B Zorros Zürich	B Rafz Bulldogs A	B Rafz Bulldogs A	B Rafz Bulldogs A	B Rafz Bulldogs A
2024-06-30	Solothurn	Field 1	12:50	13:50	HARWY B	B Bienna Jets OG's	B Basel Spartans Yellow	B Winterthur Warriors Black	B Winterthur Warriors Black	B Winterthur Warriors Black	B Winterthur Warriors Black
2024-06-30	Solothurn	Field 1	14:00	15:00	HARWY B	B Soly Rhinos	B Rafz Bulldogs A	B Basel Spartans Yellow	B Basel Spartans Yellow	B Basel Spartans Yellow	B Basel Spartans Yellow
2024-06-30	Solothurn	Field 1	15:10	16:10	HARWY B	B Winterthur Warriors Black	B Zorros Zürich	B Midland Bouncers	B Midland Bouncers	B Midland Bouncers	B Midland Bouncers
2024-06-30	Solothurn	Field 1	17:30	18:30	HARWY B	B Rafz Bulldogs A	B Winterthur Warriors Black	B Zorros Zürich	B Zorros Zürich	B Zorros Zürich	B Zorros Zürich
2024-06-30	Solothurn	Field 2	9:20	10:20	HARWY A	A Luzern Pikes	A Midland Bouncers	A Winterthur Warriors Gold	A Winterthur Warriors Gold	A Winterthur Warriors Gold	A Winterthur Warriors Gold
2024-06-30	Solothurn	Field 2	10:30	11:30	HARWY A	A Geneva Seahawks	A Zurich Renegades A	A ASVZ Mockingbirds	A ASVZ Mockingbirds	A ASVZ Mockingbirds	A ASVZ Mockingbirds
2024-06-30	Solothurn	Field 2	11:40	12:40	HARWY A	A ASVZ Blackbirds	A Winterthur Warriors Gold	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks
2024-06-30	Solothurn	Field 2	12:50	13:50	HARWY A	A Luzern Pikes	A Zurich Renegades A	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy
