Date	Venue	Field	Start	End	League	Home Team	Away Team	Referee	Lineman	Field Judge	Side Judge
2024-06-30	Solothurn	Field 2	14:00	15:00	HARWY A	A ASVZ Blackbirds	A Basel Spartans Navy	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers
2024-06-30	Solothurn	Field 2	16:20	17:20	HARWY A	A Midland Bouncers	A Zurich Renegades A	A Luzern Pikes	A Luzern Pikes	A Luzern Pikes	A Luzern Pikes
2024-06-30	Solothurn	Field 2	17:30	18:30	HARWY A	A Basel Spartans Navy	A Blackbucks Uni Bern Gold	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers
2024-06-30	Solothurn	Field 3	9:20	10:20	HARWY A	A ASVZ Blackbirds	A ASVZ Mockingbirds	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy
2024-06-30	Solothurn	Field 3	10:30	11:30	HARWY A	A Winterthur Warriors Gold	A Blackbucks Uni Bern Gold	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds
2024-06-30	Solothurn	Field 3	11:40	12:40	HARWY A	A Midland Bouncers	A Basel Spartans Navy	A Luzern Pikes	A Luzern Pikes	A Luzern Pikes	A Luzern Pikes
2024-06-30	Solothurn	Field 3	14:00	15:00	HARWY A	A ASVZ Mockingbirds	A Geneva Seahawks	A Zurich Renegades A	A Zurich Renegades A	A Zurich Renegades A	A Zurich Renegades A
2024-06-30	Solothurn	Field 3	15:10	16:10	HARWY A	A Luzern Pikes	A Blackbucks Uni Bern Gold	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks
2024-06-30	Solothurn	Field 3	16:20	17:20	HARWY A	A Geneva Seahawks	A Winterthur Warriors Gold	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds
2024-06-30	Solothurn	Field 4	10:30	11:30	HARWY CSW	CSW Aemme Buzzards II	CSW Thun Tigers	Andreas Capeder	CSW Chaux de Fonds Hornets	CSW Chaux de Fonds Hornets	CSW Chaux de Fonds Hornets
2024-06-30	Solothurn	Field 4	11:40	12:40	HARWY CSW	CSW Blackbucks Uni Bern Black	CSW Chaux de Fonds Hornets	CSW Thun Tigers	CSW Thun Tigers	CSW Thun Tigers	CSW Thun Tigers
2024-06-30	Solothurn	Field 4	12:50	13:50	HARWY CSW	CSW Aemme Buzzards II	CSW Bienna Jets Young Guns	Andreas Capeder	CSW Lugano Rebels	CSW Lugano Rebels	CSW Lugano Rebels
2024-06-30	Solothurn	Field 4	14:00	15:00	HARWY CSW	CSW Chaux de Fonds Hornets	CSW Lugano Rebels	Andreas Capeder	CSW Blackbucks Uni Bern Black	CSW Blackbucks Uni Bern Black	CSW Blackbucks Uni Bern Black
2024-06-30	Solothurn	Field 4	15:10	16:10	HARWY CSW	CSW Bienna Jets Young Guns	CSW Thun Tigers	CSW Aemme Buzzards II	CSW Aemme Buzzards II	CSW Aemme Buzzards II	CSW Aemme Buzzards II
2024-06-30	Solothurn	Field 4	16:20	17:20	HARWY CSW	CSW Blackbucks Uni Bern Black	CSW Lugano Rebels	Andreas Capeder	CSW Bienna Jets Young Guns	CSW Bienna Jets Young Guns	CSW Bienna Jets Young Guns
2024-08-24	Winterthur	Field 1	10:00	11:00	HARWY B	B Rafz Bulldogs A	B Zorros Zürich	B Winterthur Warriors Black	B Winterthur Warriors Black	B Winterthur Warriors Black	B Winterthur Warriors Black
2024-08-24	Winterthur	Field 1	11:10	12:10	HARWY B	B Soly Rhinos	B Winterthur Warriors Black	B Zorros Zürich	B Zorros Zürich	B Zorros Zürich	B Zorros Zürich
2024-08-24	Winterthur	Field 1	12:20	13:20	HARWY B	B Midland Bouncers	B Basel Spartans Yellow	B Rafz Bulldogs A	B Rafz Bulldogs A	B Rafz Bulldogs A	B Rafz Bulldogs A
2024-08-24	Winterthur	Field 1	13:30	14:30	HARWY B	B Bienna Jets OG's	B Zorros Zürich	B Soly Rhinos	B Soly Rhinos	B Soly Rhinos	B Soly Rhinos
2024-08-24	Winterthur	Field 1	14:40	15:40	HARWY B	B Basel Spartans Yellow	B Rafz Bulldogs A	B Bienna Jets OG's	B Bienna Jets OG's	B Bienna Jets OG's	B Bienna Jets OG's
2024-08-24	Winterthur	Field 1	15:50	16:50	HARWY B	B Midland Bouncers	B Winterthur Warriors Black	B Basel Spartans Yellow	B Basel Spartans Yellow	B Basel Spartans Yellow	B Basel Spartans Yellow
2024-08-24	Winterthur	Field 1	17:00	18:00	HARWY B	B Bienna Jets OG's	B Soly Rhinos	B Midland Bouncers	B Midland Bouncers	B Midland Bouncers	B Midland Bouncers
2024-08-24	Winterthur	Field 2	10:00	11:00	HARWY CE	CE Winterthur Warriors Cardinal	CE Lake Zürich Red Scorpions	Andreas Capeder	CE Schottikon Raptors	CE Schottikon Raptors	CE Schottikon Raptors
2024-08-24	Winterthur	Field 2	11:10	12:10	HARWY CE	CE Zurich Renegades C	CE Schottikon Raptors	Andreas Capeder	CE Thurgauer Generals	CE Lake Zürich Red Scorpions	CE Lake Zürich Red Scorpions
2024-08-24	Winterthur	Field 2	12:20	13:20	HARWY CE	CE St. Gallen Bears	CE Thurgauer Generals	CE Winterthur Warriors Cardinal	CE Winterthur Warriors Cardinal	CE Zurich Renegades C	CE Zurich Renegades C
2024-08-24	Winterthur	Field 2	13:30	14:30	HARWY CE	CE Lake Zürich Red Scorpions	CE Schottikon Raptors	Andreas Capeder	CE Rafz Bulldogs B	CE Rafz Bulldogs B	CE Rafz Bulldogs B
2024-08-24	Winterthur	Field 2	14:40	15:40	HARWY CE	CE Winterthur Warriors Cardinal	CE Rafz Bulldogs B	Andreas Capeder	CE Lake Zürich Red Scorpions	CE Lake Zürich Red Scorpions	CE Lake Zürich Red Scorpions
2024-08-24	Winterthur	Field 2	15:50	16:50	HARWY CE	CE Zurich Renegades C	CE St. Gallen Bears	CE Thurgauer Generals	CE Thurgauer Generals	CE Thurgauer Generals	CE Thurgauer Generals
2024-08-24	Winterthur	Field 2	17:00	18:00	HARWY CE	CE Thurgauer Generals	CE Rafz Bulldogs B	CE St. Gallen Bears	CE St. Gallen Bears	CE St. Gallen Bears	CE St. Gallen Bears
2024-08-24	Winterthur	Field 3	10:00	11:00	HARWY CN	CN Zurich Renegades B	CN Argovia Pirates	CN Blackbucks Uni Bern White	CN Fraumatt Legions	CN Fraumatt Legions	CN Fraumatt Legions
2024-08-24	Winterthur	Field 3	11:10	12:10	HARWY CN	CN Blackbucks Uni Bern White	CN Fraumatt Legions	CN Argovia Pirates	CN Argovia Pirates	CN Argovia Pirates	CN Argovia Pirates
2024-08-24	Winterthur	Field 3	12:20	13:20	HARWY CN	CN Aemme Buzzards I	CN Zofingen Cheetahs	CN Basel Barbarians	CN Basel Barbarians	CN Zurich Renegades B	CN Zurich Renegades B
2024-08-24	Winterthur	Field 3	13:30	14:30	HARWY CN	CN Zurich Renegades B	CN Basel Barbarians	CN Aemme Buzzards I	CN Aemme Buzzards I	CN Aemme Buzzards I	CN Aemme Buzzards I
2024-08-24	Winterthur	Field 3	14:40	15:40	HARWY CN	CN Fraumatt Legions	CN Argovia Pirates	CN Zofingen Cheetahs	CN Zofingen Cheetahs	CN Zofingen Cheetahs	CN Zofingen Cheetahs
2024-08-24	Winterthur	Field 3	15:50	16:50	HARWY CN	CN Aemme Buzzards I	CN Blackbucks Uni Bern White	CN Basel Barbarians	CN Basel Barbarians	CN Fraumatt Legions	CN Fraumatt Legions
2024-08-24	Winterthur	Field 3	17:00	18:00	HARWY CN	CN Basel Barbarians	CN Zofingen Cheetahs	Andreas Capeder	CN Aemme Buzzards I	CN Blackbucks Uni Bern White	CN Blackbucks Uni Bern White
2024-08-31	Basel	Field 1	10:00	11:00	HARWY CN	CN Zurich Renegades B	CN Fraumatt Legions	Andreas Capeder	CN Basel Barbarians	CN Basel Barbarians	CN Basel Barbarians
2024-08-31	Basel	Field 1	11:10	12:10	HARWY CN	CN Basel Barbarians	CN Argovia Pirates	Andreas Capeder	CN Fraumatt Legions	CN Fraumatt Legions	CN Fraumatt Legions
2024-08-31	Basel	Field 1	12:20	13:20	HARWY CN	CN Blackbucks Uni Bern White	CN Zofingen Cheetahs	CN Argovia Pirates	CN Argovia Pirates	CN Argovia Pirates	CN Argovia Pirates
2024-08-31	Basel	Field 1	13:30	14:30	HARWY CN	CN Aemme Buzzards I	CN Fraumatt Legions	CN Zofingen Cheetahs	CN Zofingen Cheetahs	CN Zofingen Cheetahs	CN Zofingen Cheetahs
2024-08-31	Basel	Field 1	14:40	15:40	HARWY CN	CN Blackbucks Uni Bern White	CN Argovia Pirates	CN Aemme Buzzards I	CN Aemme Buzzards I	CN Fraumatt Legions	CN Fraumatt Legions
2024-08-31	Basel	Field 1	15:50	16:50	HARWY CN	CN Zurich Renegades B	CN Zofingen Cheetahs	CN Blackbucks Uni Bern White	CN Blackbucks Uni Bern White	CN Blackbucks Uni Bern White	CN Blackbucks Uni Bern White
2024-08-31	Basel	Field 1	17:00	18:00	HARWY CN	CN Aemme Buzzards I	CN Basel Barbarians	CN Zofingen Cheetahs	CN Zofingen Cheetahs	CN Zurich Renegades B	CN Zurich Renegades B
2024-08-31	Basel	Field 2	10:00	11:00	HARWY CE	CE Winterthur Warriors Cardinal	CE Thurgauer Generals	CE Zurich Renegades C	CE Lake Zürich Red Scorpions	CE Lake Zürich Red Scorpions	CE Lake Zürich Red Scorpions
2024-08-31	Basel	Field 2	11:10	12:10	HARWY CE	CE Zurich Renegades C	CE Lake Zürich Red Scorpions	CE Thurgauer Generals	CE Thurgauer Generals	CE Thurgauer Generals	CE Thurgauer Generals
2024-08-31	Basel	Field 2	12:20	13:20	HARWY CE	CE St. Gallen Bears	CE Schottikon Raptors	CE Rafz Bulldogs B	CE Rafz Bulldogs B	CE Rafz Bulldogs B	CE Rafz Bulldogs B
2024-08-31	Basel	Field 2	13:30	14:30	HARWY CE	CE Lake Zürich Red Scorpions	CE Rafz Bulldogs B	Andreas Capeder	CE Schottikon Raptors	CE Schottikon Raptors	CE Schottikon Raptors
2024-08-31	Basel	Field 2	14:40	15:40	HARWY CE	CE Zurich Renegades C	CE Thurgauer Generals	Andreas Capeder	CE St. Gallen Bears	CE St. Gallen Bears	CE St. Gallen Bears
2024-08-31	Basel	Field 2	15:50	16:50	HARWY CE	CE Winterthur Warriors Cardinal	CE Schottikon Raptors	CE Thurgauer Generals	CE Thurgauer Generals	CE Zurich Renegades C	CE Zurich Renegades C
2024-08-31	Basel	Field 2	17:00	18:00	HARWY CE	CE St. Gallen Bears	CE Rafz Bulldogs B	Andreas Capeder	CE Winterthur Warriors Cardinal	CE Winterthur Warriors Cardinal	CE Winterthur Warriors Cardinal
2024-08-31	Basel	Field 3	11:10	12:10	HARWY CSW	CSW Aemme Buzzards II	CSW Chaux de Fonds Hornets	CSW Thun Tigers	CSW Thun Tigers	CSW Thun Tigers	CSW Thun Tigers
2024-08-31	Basel	Field 3	12:20	13:20	HARWY CSW	CSW Bienna Jets Young Guns	CSW Lugano Rebels	CE Winterthur Warriors Cardinal	CSW Chaux de Fonds Hornets	CSW Chaux de Fonds Hornets	CSW Chaux de Fonds Hornets
2024-08-31	Basel	Field 3	13:30	14:30	HARWY CSW	CSW Blackbucks Uni Bern Black	CSW Thun Tigers	CSW Aemme Buzzards II	CSW Aemme Buzzards II	CSW Aemme Buzzards II	CSW Aemme Buzzards II
2024-08-31	Basel	Field 3	14:40	15:40	HARWY CSW	CSW Aemme Buzzards II	CSW Lugano Rebels	CE Rafz Bulldogs B	CSW Blackbucks Uni Bern Black	CSW Blackbucks Uni Bern Black	CSW Blackbucks Uni Bern Black
2024-08-31	Basel	Field 3	15:50	16:50	HARWY CSW	CSW Chaux de Fonds Hornets	CSW Thun Tigers	CSW Lugano Rebels	CSW Bienna Jets Young Guns	CSW Bienna Jets Young Guns	CSW Bienna Jets Young Guns
2024-08-31	Basel	Field 3	17:00	18:00	HARWY CSW	CSW Blackbucks Uni Bern Black	CSW Bienna Jets Young Guns	CSW Lugano Rebels	CSW Lugano Rebels	CSW Lugano Rebels	CSW Lugano Rebels
2024-09-07	Neuchatel	Field 1	10:30	11:30	HARWY A	A Geneva Seahawks	A Midland Bouncers	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds
2024-09-07	Neuchatel	Field 1	11:40	12:40	HARWY A	A ASVZ Blackbirds	A Zurich Renegades A	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy
2024-09-07	Neuchatel	Field 1	12:50	13:50	HARWY A	A Midland Bouncers	A Winterthur Warriors Gold	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks
2024-09-07	Neuchatel	Field 1	15:10	16:10	HARWY A	A Basel Spartans Navy	A Winterthur Warriors Gold	A Zurich Renegades A	A Zurich Renegades A	A Zurich Renegades A	A Zurich Renegades A
2024-09-07	Neuchatel	Field 1	16:20	17:20	HARWY A	A ASVZ Blackbirds	A Geneva Seahawks	A Winterthur Warriors Gold	A Winterthur Warriors Gold	A Winterthur Warriors Gold	A Winterthur Warriors Gold
2024-09-07	Neuchatel	Field 1	17:30	18:30	HARWY A	A Basel Spartans Navy	A Zurich Renegades A	A Luzern Pikes	A Luzern Pikes	A Luzern Pikes	A Luzern Pikes
2024-09-07	Neuchatel	Field 2	10:30	11:30	HARWY A	A Luzern Pikes	A Winterthur Warriors Gold	A ASVZ Mockingbirds	A ASVZ Mockingbirds	A ASVZ Mockingbirds	A ASVZ Mockingbirds
2024-09-07	Neuchatel	Field 2	11:40	12:40	HARWY A	A ASVZ Mockingbirds	A Blackbucks Uni Bern Gold	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks
2024-09-07	Neuchatel	Field 2	12:50	13:50	HARWY A	A Luzern Pikes	A Basel Spartans Navy	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds
2024-09-07	Neuchatel	Field 2	14:00	15:00	HARWY A	A Geneva Seahawks	A Blackbucks Uni Bern Gold	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers
2024-09-07	Neuchatel	Field 2	15:10	16:10	HARWY A	A ASVZ Mockingbirds	A Luzern Pikes	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold
2024-09-07	Neuchatel	Field 2	17:30	18:30	HARWY A	A ASVZ Mockingbirds	A Midland Bouncers	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold
2024-09-07	Neuchatel	Field 3	9:20	10:20	W	W Neuchâtel Knights	W Winterthur Warriors	W Geneva Seahawks	W Geneva Seahawks	W Geneva Seahawks	W Geneva Seahawks
2024-09-07	Neuchatel	Field 3	10:30	11:30	W	W Geneva Seahawks	W Lugano Rebels	W Winterthur Warriors	W Winterthur Warriors	W Winterthur Warriors	W Winterthur Warriors
2024-09-07	Neuchatel	Field 3	11:40	12:40	W	W ASVZ Nightbirds	W Geneva Seahawks	W SG Calanda Broncos St. Gallen Bears	W Lugano Rebels	W Lugano Rebels	W Lugano Rebels
2024-09-07	Neuchatel	Field 3	12:50	13:50	W	W SG Calanda Broncos St. Gallen Bears	W Neuchâtel Knights	W ASVZ Nightbirds	W ASVZ Nightbirds	W ASVZ Nightbirds	W ASVZ Nightbirds
2024-09-07	Neuchatel	Field 3	14:00	15:00	W	W Lugano Rebels	W Zurich Renegades W	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears
2024-09-07	Neuchatel	Field 3	15:10	16:10	W	W ASVZ Nightbirds	W Winterthur Warriors	W Zurich Renegades W	W Zurich Renegades W	W Zurich Renegades W	W Zurich Renegades W
2024-09-07	Neuchatel	Field 3	16:20	17:20	W	W SG Calanda Broncos St. Gallen Bears	W Zurich Renegades W	W Neuchâtel Knights	W Neuchâtel Knights	W Neuchâtel Knights	W Neuchâtel Knights
2024-09-14	Wintersried	Field 1	9:20	10:20	HARWY A	A ASVZ Mockingbirds	A Basel Spartans Navy	A Luzern Pikes	A Luzern Pikes	A Luzern Pikes	A Luzern Pikes
2024-09-14	Wintersried	Field 1	10:30	11:30	HARWY A	A Geneva Seahawks	A Luzern Pikes	A ASVZ Mockingbirds	A ASVZ Mockingbirds	A ASVZ Mockingbirds	A ASVZ Mockingbirds
2024-09-14	Wintersried	Field 1	11:40	12:40	HARWY A	A ASVZ Blackbirds	A Midland Bouncers	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks
2024-09-14	Wintersried	Field 1	12:50	13:50	HARWY A	A ASVZ Mockingbirds	A Zurich Renegades A	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers
2024-09-14	Wintersried	Field 1	14:00	15:00	HARWY A	A Geneva Seahawks	A Basel Spartans Navy	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold	A Blackbucks Uni Bern Gold
2024-09-14	Wintersried	Field 1	15:10	16:10	HARWY A	A ASVZ Mockingbirds	A Winterthur Warriors Gold	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks	A Geneva Seahawks
2024-09-14	Wintersried	Field 1	17:30	18:30	HARWY A	A Midland Bouncers	A Blackbucks Uni Bern Gold	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy
2024-09-14	Wintersried	Field 2	9:20	10:20	HARWY A	A ASVZ Blackbirds	A Blackbucks Uni Bern Gold	A Winterthur Warriors Gold	A Winterthur Warriors Gold	A Winterthur Warriors Gold	A Winterthur Warriors Gold
2024-09-14	Wintersried	Field 2	10:30	11:30	HARWY A	A Winterthur Warriors Gold	A Zurich Renegades A	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy	A Basel Spartans Navy
2024-09-14	Wintersried	Field 2	14:00	15:00	HARWY A	A ASVZ Blackbirds	A Luzern Pikes	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers	A Midland Bouncers
2024-09-14	Wintersried	Field 2	15:10	16:10	HARWY A	A Zurich Renegades A	A Blackbucks Uni Bern Gold	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds	A ASVZ Blackbirds
2024-09-14	Wintersried	Field 2	17:30	18:30	HARWY A	A Geneva Seahawks	A Winterthur Warriors Gold	W SG Calanda Broncos St. Gallen Bears	W Lugano Rebels	W Lugano Rebels	W Lugano Rebels
2024-09-14	Wintersried	Field 3	9:20	10:20	W	W ASVZ Nightbirds	W Neuchâtel Knights	W Zurich Renegades W	W Zurich Renegades W	W Zurich Renegades W	W Zurich Renegades W
2024-09-14	Wintersried	Field 3	10:30	11:30	W	W Geneva Seahawks	W Zurich Renegades W	W Winterthur Warriors	W Winterthur Warriors	W Winterthur Warriors	W Winterthur Warriors
2024-09-14	Wintersried	Field 3	11:40	12:40	W	W SG Calanda Broncos St. Gallen Bears	W Lugano Rebels	W Geneva Seahawks	W Geneva Seahawks	W Geneva Seahawks	W Geneva Seahawks
2024-09-14	Wintersried	Field 3	12:50	13:50	W	W Neuchâtel Knights	W Zurich Renegades W	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears	W SG Calanda Broncos St. Gallen Bears
2024-09-14	Wintersried	Field 3	14:00	15:00	W	W Geneva Seahawks	W Winterthur Warriors	W ASVZ Nightbirds	W ASVZ Nightbirds	W ASVZ Nightbirds	W ASVZ Nightbirds
2024-09-14	Wintersried	Field 3	15:10	16:10	W	W ASVZ Nightbirds	W Lugano Rebels	W Neuchâtel Knights	W Neuchâtel Knights	W Neuchâtel Knights	W Neuchâtel Knights
2024-09-14	Wintersried	Field 3	16:20	17:20	W	W SG Calanda Broncos St. Gallen Bears	W Winterthur Warriors	A Zurich Renegades A	A Zurich Renegades A	A Zurich Renegades A	A Zurich Renegades A
2024-09-14	Wintersried	Field 4	9:20	10:20	HARWY B	B Bienna Jets OG's	B Winterthur Warriors Black	B Midland Bouncers	B Midland Bouncers	B Midland Bouncers	B Midland Bouncers
2024-09-14	Wintersried	Field 4	10:30	11:30	HARWY B	B Basel Spartans Yellow	B Zorros Zürich	B Winterthur Warriors Black	B Winterthur Warriors Black	B Winterthur Warriors Black	B Winterthur Warriors Black
2024-09-14	Wintersried	Field 4	11:40	12:40	HARWY B	B Midland Bouncers	B Soly Rhinos	B Zorros Zürich	B Zorros Zürich	B Zorros Zürich	B Zorros Zürich
2024-09-14	Wintersried	Field 4	12:50	13:50	HARWY B	B Bienna Jets OG's	B Rafz Bulldogs A	B Basel Spartans Yellow	B Basel Spartans Yellow	B Basel Spartans Yellow	B Basel Spartans Yellow
2024-09-14	Wintersried	Field 4	14:00	15:00	HARWY B	B Basel Spartans Yellow	B Winterthur Warriors Black	B Bienna Jets OG's	B Bienna Jets OG's	B Bienna Jets OG's	B Bienna Jets OG's
2024-09-14	Wintersried	Field 4	15:10	16:10	HARWY B	B Soly Rhinos	B Zorros Zürich	B Rafz Bulldogs A	B Rafz Bulldogs A	B Rafz Bulldogs A	B Rafz Bulldogs A
2024-09-14	Wintersried	Field 4	16:20	17:20	HARWY B	B Midland Bouncers	B Rafz Bulldogs A	B Soly Rhinos	B Soly Rhinos	B Soly Rhinos	B Soly Rhinos